image_path,label
./dataset/nhcd\numerals\8\006_01.jpg,८
./dataset/nhcd\numerals\8\006_02.jpg,८
./dataset/nhcd\numerals\8\007_01.jpg,८
./dataset/nhcd\numerals\8\007_02.jpg,८
./dataset/nhcd\numerals\8\008_01.jpg,८
./dataset/nhcd\numerals\8\008_02.jpg,८
./dataset/nhcd\numerals\8\011_01.jpg,८
./dataset/nhcd\numerals\8\011_02.jpg,८
./dataset/nhcd\numerals\8\012_01.jpg,८
./dataset/nhcd\numerals\8\012_02.jpg,८
./dataset/nhcd\numerals\8\013_01.jpg,८
./dataset/nhcd\numerals\8\013_02.jpg,८
./dataset/nhcd\numerals\8\014_01.jpg,८
./dataset/nhcd\numerals\8\014_02.jpg,८
./dataset/nhcd\numerals\8\016_01.jpg,८
./dataset/nhcd\numerals\8\016_02.jpg,८
./dataset/nhcd\numerals\8\017_01.jpg,८
./dataset/nhcd\numerals\8\017_02.jpg,८
./dataset/nhcd\numerals\8\018_01.jpg,८
./dataset/nhcd\numerals\8\018_02.jpg,८
./dataset/nhcd\numerals\8\019_01.jpg,८
./dataset/nhcd\numerals\8\019_02.jpg,८
./dataset/nhcd\numerals\8\021_01.jpg,८
./dataset/nhcd\numerals\8\021_02.jpg,८
./dataset/nhcd\numerals\8\022_01.jpg,८
./dataset/nhcd\numerals\8\022_02.jpg,८
./dataset/nhcd\numerals\8\023_01.jpg,८
./dataset/nhcd\numerals\8\023_02.jpg,८
./dataset/nhcd\numerals\8\024_01.jpg,८
./dataset/nhcd\numerals\8\024_02.jpg,८
./dataset/nhcd\numerals\8\027_01.jpg,८
./dataset/nhcd\numerals\8\027_02.jpg,८
./dataset/nhcd\numerals\8\028_01.jpg,८
./dataset/nhcd\numerals\8\028_02.jpg,८
./dataset/nhcd\numerals\8\029_01.jpg,८
./dataset/nhcd\numerals\8\030_01.jpg,८
./dataset/nhcd\numerals\8\030_02.jpg,८
./dataset/nhcd\numerals\8\032_01.jpg,८
./dataset/nhcd\numerals\8\033_02.jpg,८
./dataset/nhcd\numerals\8\034_01.jpg,८
./dataset/nhcd\numerals\8\034_02.jpg,८
./dataset/nhcd\numerals\8\035_01.jpg,८
./dataset/nhcd\numerals\8\035_02.jpg,८
./dataset/nhcd\numerals\8\036_01.jpg,८
./dataset/nhcd\numerals\8\036_02.jpg,८
./dataset/nhcd\numerals\8\037_01.jpg,८
./dataset/nhcd\numerals\8\038_02.jpg,८
./dataset/nhcd\numerals\8\039_01.jpg,८
./dataset/nhcd\numerals\8\039_02.jpg,८
./dataset/nhcd\numerals\8\040_01.jpg,८
./dataset/nhcd\numerals\8\040_02.jpg,८
./dataset/nhcd\numerals\8\041_01.jpg,८
./dataset/nhcd\numerals\8\041_02.jpg,८
./dataset/nhcd\numerals\8\042_01.jpg,८
./dataset/nhcd\numerals\8\043_02.jpg,८
./dataset/nhcd\numerals\8\044_01.jpg,८
./dataset/nhcd\numerals\8\044_02.jpg,८
./dataset/nhcd\numerals\8\045_01.jpg,८
./dataset/nhcd\numerals\8\045_02.jpg,८
./dataset/nhcd\numerals\8\046_01.jpg,८
./dataset/nhcd\numerals\8\046_02.jpg,८
./dataset/nhcd\numerals\9\001_01.jpg,९
./dataset/nhcd\numerals\9\002_02.jpg,९
./dataset/nhcd\numerals\9\004_01.jpg,९
./dataset/nhcd\numerals\9\004_02.jpg,९
./dataset/nhcd\numerals\9\005_01.jpg,९
./dataset/nhcd\numerals\9\005_02.jpg,९
./dataset/nhcd\numerals\9\006_01.jpg,९
./dataset/nhcd\numerals\9\006_02.jpg,९
./dataset/nhcd\numerals\9\007_01.jpg,९
./dataset/nhcd\numerals\9\008_02.jpg,९
./dataset/nhcd\numerals\9\010_01.jpg,९
./dataset/nhcd\numerals\9\010_02.jpg,९
./dataset/nhcd\numerals\9\011_01.jpg,९
./dataset/nhcd\numerals\9\011_02.jpg,९
./dataset/nhcd\numerals\9\012_01.jpg,९
./dataset/nhcd\numerals\9\012_02.jpg,९
./dataset/nhcd\numerals\9\013_01.jpg,९
./dataset/nhcd\numerals\9\014_02.jpg,९
./dataset/nhcd\numerals\9\015_01.jpg,९
./dataset/nhcd\numerals\9\015_02.jpg,९
./dataset/nhcd\numerals\9\016_01.jpg,९
./dataset/nhcd\numerals\9\016_02.jpg,९
./dataset/nhcd\numerals\9\017_01.jpg,९
./dataset/nhcd\numerals\9\017_02.jpg,९
./dataset/nhcd\numerals\9\018_01.jpg,९
./dataset/nhcd\numerals\9\019_02.jpg,९
./dataset/nhcd\numerals\9\020_01.jpg,९
./dataset/nhcd\numerals\9\020_02.jpg,९
./dataset/nhcd\numerals\9\021_01.jpg,९
./dataset/nhcd\numerals\9\021_02.jpg,९
./dataset/nhcd\numerals\9\022_01.jpg,९
./dataset/nhcd\numerals\9\022_02.jpg,९
./dataset/nhcd\numerals\9\023_01.jpg,९
./dataset/nhcd\numerals\9\024_02.jpg,९
./dataset/nhcd\numerals\9\025_01.jpg,९
./dataset/nhcd\numerals\9\025_02.jpg,९
./dataset/nhcd\numerals\9\027_01.jpg,९
./dataset/nhcd\numerals\9\027_02.jpg,९
./dataset/nhcd\numerals\9\028_01.jpg,९
./dataset/nhcd\numerals\9\028_02.jpg,९
./dataset/nhcd\numerals\9\029_01.jpg,९
./dataset/nhcd\numerals\9\032_01.jpg,९
./dataset/nhcd\numerals\9\032_02.jpg,९
./dataset/nhcd\numerals\9\033_01.jpg,९
./dataset/nhcd\numerals\9\033_02.jpg,९
./dataset/nhcd\numerals\9\034_01.jpg,९
./dataset/nhcd\numerals\9\034_02.jpg,९
./dataset/nhcd\numerals\9\035_01.jpg,९
./dataset/nhcd\numerals\9\035_02.jpg,९
./dataset/nhcd\numerals\9\037_01.jpg,९
./dataset/nhcd\numerals\9\037_02.jpg,९
./dataset/nhcd\numerals\9\038_01.jpg,९
./dataset/nhcd\numerals\9\038_02.jpg,९
./dataset/nhcd\numerals\9\039_01.jpg,९
./dataset/nhcd\numerals\9\039_02.jpg,९
./dataset/nhcd\numerals\9\040_01.jpg,९
./dataset/nhcd\numerals\9\040_02.jpg,९
./dataset/nhcd\numerals\9\042_01.jpg,९
./dataset/nhcd\numerals\9\042_02.jpg,९
./dataset/nhcd\numerals\9\043_01.jpg,९
./dataset/nhcd\numerals\9\043_02.jpg,९
./dataset/nhcd\numerals\9\044_01.jpg,९
./dataset/nhcd\numerals\9\044_02.jpg,९
./dataset/nhcd\numerals\9\045_01.jpg,९
./dataset/nhcd\numerals\9\045_02.jpg,९
./dataset/nhcd\vowels\1\001_01.jpg,अ
./dataset/nhcd\vowels\1\001_02.jpg,अ
./dataset/nhcd\vowels\1\004_01.jpg,अ
./dataset/nhcd\vowels\1\004_02.jpg,अ
./dataset/nhcd\vowels\1\005_01.jpg,अ
./dataset/nhcd\vowels\1\005_02.jpg,अ
./dataset/nhcd\vowels\1\006_01.jpg,अ
./dataset/nhcd\vowels\1\006_02.jpg,अ
./dataset/nhcd\vowels\1\008_01.jpg,अ
./dataset/nhcd\vowels\1\008_02.jpg,अ
./dataset/nhcd\vowels\1\010_01.jpg,अ
./dataset/nhcd\vowels\1\010_02.jpg,अ
./dataset/nhcd\vowels\1\011_01.jpg,अ
./dataset/nhcd\vowels\1\011_02.jpg,अ
./dataset/nhcd\vowels\1\012_01.jpg,अ
./dataset/nhcd\vowels\1\012_02.jpg,अ
./dataset/nhcd\vowels\1\014_01.jpg,अ
./dataset/nhcd\vowels\1\014_02.jpg,अ
./dataset/nhcd\vowels\1\015_01.jpg,अ
./dataset/nhcd\vowels\1\015_02.jpg,अ
./dataset/nhcd\vowels\1\016_01.jpg,अ
./dataset/nhcd\vowels\1\016_02.jpg,अ
./dataset/nhcd\vowels\1\017_01.jpg,अ
./dataset/nhcd\vowels\1\017_02.jpg,अ
./dataset/nhcd\vowels\1\019_01.jpg,अ
./dataset/nhcd\vowels\1\019_02.jpg,अ
./dataset/nhcd\vowels\1\020_01.jpg,अ
./dataset/nhcd\vowels\1\020_02.jpg,अ
./dataset/nhcd\vowels\1\022_01.jpg,अ
./dataset/nhcd\vowels\1\022_02.jpg,अ
./dataset/nhcd\vowels\1\023_01.jpg,अ
./dataset/nhcd\vowels\1\023_02.jpg,अ
./dataset/nhcd\vowels\1\025_01.jpg,अ
./dataset/nhcd\vowels\1\027_01.jpg,अ
./dataset/nhcd\vowels\1\027_02.jpg,अ
./dataset/nhcd\vowels\1\028_01.jpg,अ
./dataset/nhcd\vowels\1\028_02.jpg,अ
./dataset/nhcd\vowels\1\029_01.jpg,अ
./dataset/nhcd\vowels\1\030_01.jpg,अ
./dataset/nhcd\vowels\1\030_02.jpg,अ
./dataset/nhcd\vowels\1\033_01.jpg,अ
./dataset/nhcd\vowels\1\033_02.jpg,अ
./dataset/nhcd\vowels\1\034_01.jpg,अ
./dataset/nhcd\vowels\1\034_02.jpg,अ
./dataset/nhcd\vowels\1\035_01.jpg,अ
./dataset/nhcd\vowels\1\035_02.jpg,अ
./dataset/nhcd\vowels\1\036_01.jpg,अ
./dataset/nhcd\vowels\1\036_02.jpg,अ
./dataset/nhcd\vowels\1\038_01.jpg,अ
./dataset/nhcd\vowels\1\038_02.jpg,अ
./dataset/nhcd\vowels\1\039_01.jpg,अ
./dataset/nhcd\vowels\1\039_02.jpg,अ
./dataset/nhcd\vowels\1\040_01.jpg,अ
./dataset/nhcd\vowels\1\040_02.jpg,अ
./dataset/nhcd\vowels\1\041_01.jpg,अ
./dataset/nhcd\vowels\1\041_02.jpg,अ
./dataset/nhcd\vowels\1\043_01.jpg,अ
./dataset/nhcd\vowels\1\043_02.jpg,अ
./dataset/nhcd\vowels\1\044_01.jpg,अ
./dataset/nhcd\vowels\1\044_02.jpg,अ
./dataset/nhcd\vowels\1\045_01.jpg,अ
./dataset/nhcd\vowels\1\045_02.jpg,अ
./dataset/nhcd\vowels\1\046_01.jpg,अ
./dataset/nhcd\vowels\1\046_02.jpg,अ
./dataset/nhcd\vowels\2\004_01.jpg,आ
./dataset/nhcd\vowels\2\004_02.jpg,आ
./dataset/nhcd\vowels\2\005_01.jpg,आ
./dataset/nhcd\vowels\2\005_02.jpg,आ
./dataset/nhcd\vowels\2\006_01.jpg,आ
./dataset/nhcd\vowels\2\006_02.jpg,आ
./dataset/nhcd\vowels\2\007_01.jpg,आ
./dataset/nhcd\vowels\2\007_02.jpg,आ
./dataset/nhcd\vowels\2\010_01.jpg,आ
./dataset/nhcd\vowels\2\010_02.jpg,आ
./dataset/nhcd\vowels\2\011_01.jpg,आ
./dataset/nhcd\vowels\2\011_02.jpg,आ
./dataset/nhcd\vowels\2\012_01.jpg,आ
./dataset/nhcd\vowels\2\012_02.jpg,आ
./dataset/nhcd\vowels\2\013_01.jpg,आ
./dataset/nhcd\vowels\2\013_02.jpg,आ
./dataset/nhcd\vowels\2\015_01.jpg,आ
./dataset/nhcd\vowels\2\015_02.jpg,आ
./dataset/nhcd\vowels\2\016_01.jpg,आ
./dataset/nhcd\vowels\2\016_02.jpg,आ
./dataset/nhcd\vowels\2\017_01.jpg,आ
./dataset/nhcd\vowels\2\017_02.jpg,आ
./dataset/nhcd\vowels\2\018_01.jpg,आ
./dataset/nhcd\vowels\2\018_02.jpg,आ
./dataset/nhcd\vowels\2\020_01.jpg,आ
./dataset/nhcd\vowels\2\020_02.jpg,आ
./dataset/nhcd\vowels\2\022_01.jpg,आ
./dataset/nhcd\vowels\2\022_02.jpg,आ
./dataset/nhcd\vowels\2\023_01.jpg,आ
./dataset/nhcd\vowels\2\023_02.jpg,आ
./dataset/nhcd\vowels\2\024_01.jpg,आ
./dataset/nhcd\vowels\2\024_02.jpg,आ
./dataset/nhcd\vowels\2\027_02.jpg,आ
./dataset/nhcd\vowels\2\028_01.jpg,आ
./dataset/nhcd\vowels\2\028_02.jpg,आ
./dataset/nhcd\vowels\2\029_01.jpg,आ
./dataset/nhcd\vowels\2\030_01.jpg,आ
./dataset/nhcd\vowels\2\030_02.jpg,आ
./dataset/nhcd\vowels\2\032_01.jpg,आ
./dataset/nhcd\vowels\2\032_02.jpg,आ
./dataset/nhcd\vowels\2\034_01.jpg,आ
./dataset/nhcd\vowels\2\034_02.jpg,आ
./dataset/nhcd\vowels\2\035_01.jpg,आ
./dataset/nhcd\vowels\2\035_02.jpg,आ
./dataset/nhcd\vowels\2\036_01.jpg,आ
./dataset/nhcd\vowels\2\036_02.jpg,आ
./dataset/nhcd\vowels\2\037_01.jpg,आ
./dataset/nhcd\vowels\2\037_02.jpg,आ
./dataset/nhcd\vowels\2\039_01.jpg,आ
./dataset/nhcd\vowels\2\039_02.jpg,आ
./dataset/nhcd\vowels\2\040_01.jpg,आ
./dataset/nhcd\vowels\2\040_02.jpg,आ
./dataset/nhcd\vowels\2\041_01.jpg,आ
./dataset/nhcd\vowels\2\041_02.jpg,आ
./dataset/nhcd\vowels\2\042_01.jpg,आ
./dataset/nhcd\vowels\2\042_02.jpg,आ
./dataset/nhcd\vowels\2\044_01.jpg,आ
./dataset/nhcd\vowels\2\044_02.jpg,आ
./dataset/nhcd\vowels\2\045_01.jpg,आ
./dataset/nhcd\vowels\2\045_02.jpg,आ
./dataset/nhcd\vowels\2\046_01.jpg,आ
./dataset/nhcd\vowels\2\046_02.jpg,आ
./dataset/nhcd\vowels\3\001_01.jpg,इ
./dataset/nhcd\vowels\3\001_02.jpg,इ
./dataset/nhcd\vowels\3\005_01.jpg,इ
./dataset/nhcd\vowels\3\005_02.jpg,इ
./dataset/nhcd\vowels\3\006_01.jpg,इ
./dataset/nhcd\vowels\3\006_02.jpg,इ
./dataset/nhcd\vowels\3\007_01.jpg,इ
./dataset/nhcd\vowels\3\007_02.jpg,इ
./dataset/nhcd\vowels\3\008_01.jpg,इ
./dataset/nhcd\vowels\3\008_02.jpg,इ
./dataset/nhcd\vowels\3\011_01.jpg,इ
./dataset/nhcd\vowels\3\011_02.jpg,इ
./dataset/nhcd\vowels\3\012_01.jpg,इ
./dataset/nhcd\vowels\3\012_02.jpg,इ
./dataset/nhcd\vowels\3\013_01.jpg,इ
./dataset/nhcd\vowels\3\013_02.jpg,इ
./dataset/nhcd\vowels\3\014_01.jpg,इ
./dataset/nhcd\vowels\3\014_02.jpg,इ
./dataset/nhcd\vowels\3\016_01.jpg,इ
./dataset/nhcd\vowels\3\016_02.jpg,इ
./dataset/nhcd\vowels\3\017_01.jpg,इ
./dataset/nhcd\vowels\3\017_02.jpg,इ
./dataset/nhcd\vowels\3\018_01.jpg,इ
./dataset/nhcd\vowels\3\018_02.jpg,इ
./dataset/nhcd\vowels\3\019_01.jpg,इ
./dataset/nhcd\vowels\3\019_02.jpg,इ
./dataset/nhcd\vowels\3\022_01.jpg,इ
./dataset/nhcd\vowels\3\022_02.jpg,इ
./dataset/nhcd\vowels\3\023_01.jpg,इ
./dataset/nhcd\vowels\3\023_02.jpg,इ
./dataset/nhcd\vowels\3\024_01.jpg,इ
./dataset/nhcd\vowels\3\024_02.jpg,इ
./dataset/nhcd\vowels\3\025_01.jpg,इ
./dataset/nhcd\vowels\3\027_01.jpg,इ
./dataset/nhcd\vowels\3\028_02.jpg,इ
./dataset/nhcd\vowels\3\029_01.jpg,इ
./dataset/nhcd\vowels\3\030_01.jpg,इ
./dataset/nhcd\vowels\3\030_02.jpg,इ
./dataset/nhcd\vowels\3\032_01.jpg,इ
./dataset/nhcd\vowels\3\032_02.jpg,इ
./dataset/nhcd\vowels\3\033_01.jpg,इ
./dataset/nhcd\vowels\3\033_02.jpg,इ
./dataset/nhcd\vowels\3\035_01.jpg,इ
./dataset/nhcd\vowels\3\035_02.jpg,इ
./dataset/nhcd\vowels\3\036_01.jpg,इ
./dataset/nhcd\vowels\3\036_02.jpg,इ
./dataset/nhcd\vowels\3\037_01.jpg,इ
./dataset/nhcd\vowels\3\037_02.jpg,इ
./dataset/nhcd\vowels\3\038_01.jpg,इ
./dataset/nhcd\vowels\3\038_02.jpg,इ
./dataset/nhcd\vowels\3\040_01.jpg,इ
./dataset/nhcd\vowels\3\040_02.jpg,इ
./dataset/nhcd\vowels\3\041_01.jpg,इ
./dataset/nhcd\vowels\3\041_02.jpg,इ
./dataset/nhcd\vowels\3\042_01.jpg,इ
./dataset/nhcd\vowels\3\042_02.jpg,इ
./dataset/nhcd\vowels\3\043_01.jpg,इ
./dataset/nhcd\vowels\3\043_02.jpg,इ
./dataset/nhcd\vowels\3\045_01.jpg,इ
./dataset/nhcd\vowels\3\045_02.jpg,इ
./dataset/nhcd\vowels\3\046_01.jpg,इ
./dataset/nhcd\vowels\3\046_02.jpg,इ
./dataset/nhcd\vowels\4\001_01.jpg,ई
./dataset/nhcd\vowels\4\001_02.jpg,ई
./dataset/nhcd\vowels\4\004_01.jpg,ई
./dataset/nhcd\vowels\4\004_02.jpg,ई
./dataset/nhcd\vowels\4\006_01.jpg,ई
./dataset/nhcd\vowels\4\006_02.jpg,ई
./dataset/nhcd\vowels\4\007_01.jpg,ई
./dataset/nhcd\vowels\4\007_02.jpg,ई
./dataset/nhcd\vowels\4\008_01.jpg,ई
./dataset/nhcd\vowels\4\008_02.jpg,ई
./dataset/nhcd\vowels\4\010_01.jpg,ई
./dataset/nhcd\vowels\4\010_02.jpg,ई
./dataset/nhcd\vowels\4\012_01.jpg,ई
./dataset/nhcd\vowels\4\012_02.jpg,ई
./dataset/nhcd\vowels\4\013_01.jpg,ई
./dataset/nhcd\vowels\4\013_02.jpg,ई
./dataset/nhcd\vowels\4\014_01.jpg,ई
./dataset/nhcd\vowels\4\014_02.jpg,ई
./dataset/nhcd\vowels\4\015_01.jpg,ई
./dataset/nhcd\vowels\4\015_02.jpg,ई
./dataset/nhcd\vowels\4\017_01.jpg,ई
./dataset/nhcd\vowels\4\017_02.jpg,ई
./dataset/nhcd\vowels\4\018_01.jpg,ई
./dataset/nhcd\vowels\4\018_02.jpg,ई
./dataset/nhcd\vowels\4\019_01.jpg,ई
./dataset/nhcd\vowels\4\019_02.jpg,ई
./dataset/nhcd\vowels\4\020_01.jpg,ई
./dataset/nhcd\vowels\4\020_02.jpg,ई
./dataset/nhcd\vowels\4\023_01.jpg,ई
./dataset/nhcd\vowels\4\023_02.jpg,ई
./dataset/nhcd\vowels\4\024_01.jpg,ई
./dataset/nhcd\vowels\4\024_02.jpg,ई
./dataset/nhcd\vowels\4\025_01.jpg,ई
./dataset/nhcd\vowels\4\027_01.jpg,ई
./dataset/nhcd\vowels\4\027_02.jpg,ई
./dataset/nhcd\vowels\4\028_01.jpg,ई
./dataset/nhcd\vowels\4\030_01.jpg,ई
./dataset/nhcd\vowels\4\030_02.jpg,ई
./dataset/nhcd\vowels\4\032_01.jpg,ई
./dataset/nhcd\vowels\4\032_02.jpg,ई
./dataset/nhcd\vowels\4\033_01.jpg,ई
./dataset/nhcd\vowels\4\033_02.jpg,ई
./dataset/nhcd\vowels\4\034_01.jpg,ई
./dataset/nhcd\vowels\4\034_02.jpg,ई
./dataset/nhcd\vowels\4\036_01.jpg,ई
./dataset/nhcd\vowels\4\036_02.jpg,ई
./dataset/nhcd\vowels\4\037_01.jpg,ई
./dataset/nhcd\vowels\4\037_02.jpg,ई
./dataset/nhcd\vowels\4\038_01.jpg,ई
./dataset/nhcd\vowels\4\038_02.jpg,ई
./dataset/nhcd\vowels\4\039_01.jpg,ई
./dataset/nhcd\vowels\4\039_02.jpg,ई
./dataset/nhcd\vowels\4\041_01.jpg,ई
./dataset/nhcd\vowels\4\041_02.jpg,ई
./dataset/nhcd\vowels\4\042_01.jpg,ई
./dataset/nhcd\vowels\4\042_02.jpg,ई
./dataset/nhcd\vowels\4\043_01.jpg,ई
./dataset/nhcd\vowels\4\043_02.jpg,ई
./dataset/nhcd\vowels\4\044_01.jpg,ई
./dataset/nhcd\vowels\4\044_02.jpg,ई
./dataset/nhcd\vowels\4\046_01.jpg,ई
./dataset/nhcd\vowels\4\046_02.jpg,ई
./dataset/nhcd\vowels\5\001_01.jpg,उ
./dataset/nhcd\vowels\5\001_02.jpg,उ
./dataset/nhcd\vowels\5\004_01.jpg,उ
./dataset/nhcd\vowels\5\004_02.jpg,उ
./dataset/nhcd\vowels\5\005_01.jpg,उ
./dataset/nhcd\vowels\5\005_02.jpg,उ
./dataset/nhcd\vowels\5\007_01.jpg,उ
./dataset/nhcd\vowels\5\007_02.jpg,उ
./dataset/nhcd\vowels\5\008_01.jpg,उ
./dataset/nhcd\vowels\5\008_02.jpg,उ
./dataset/nhcd\vowels\5\010_01.jpg,उ
./dataset/nhcd\vowels\5\010_02.jpg,उ
./dataset/nhcd\vowels\5\011_01.jpg,उ
./dataset/nhcd\vowels\5\011_02.jpg,उ
./dataset/nhcd\vowels\5\013_01.jpg,उ
./dataset/nhcd\vowels\5\013_02.jpg,उ
./dataset/nhcd\vowels\5\014_01.jpg,उ
./dataset/nhcd\vowels\5\014_02.jpg,उ
./dataset/nhcd\vowels\5\015_01.jpg,उ
./dataset/nhcd\vowels\5\015_02.jpg,उ
./dataset/nhcd\vowels\5\016_01.jpg,उ
./dataset/nhcd\vowels\5\016_02.jpg,उ
./dataset/nhcd\vowels\5\018_01.jpg,उ
./dataset/nhcd\vowels\5\018_02.jpg,उ
./dataset/nhcd\vowels\5\019_01.jpg,उ
./dataset/nhcd\vowels\5\019_02.jpg,उ
./dataset/nhcd\vowels\5\020_01.jpg,उ
./dataset/nhcd\vowels\5\020_02.jpg,उ
./dataset/nhcd\vowels\5\022_01.jpg,उ
./dataset/nhcd\vowels\5\022_02.jpg,उ
./dataset/nhcd\vowels\5\024_01.jpg,उ
./dataset/nhcd\vowels\5\024_02.jpg,उ
./dataset/nhcd\vowels\5\025_01.jpg,उ
./dataset/nhcd\vowels\5\027_01.jpg,उ
./dataset/nhcd\vowels\5\027_02.jpg,उ
./dataset/nhcd\vowels\5\028_01.jpg,उ
./dataset/nhcd\vowels\5\028_02.jpg,उ
./dataset/nhcd\vowels\5\029_01.jpg,उ
./dataset/nhcd\vowels\5\032_01.jpg,उ
./dataset/nhcd\vowels\5\032_02.jpg,उ
./dataset/nhcd\vowels\5\033_01.jpg,उ
./dataset/nhcd\vowels\5\033_02.jpg,उ
./dataset/nhcd\vowels\5\034_01.jpg,उ
./dataset/nhcd\vowels\5\034_02.jpg,उ
./dataset/nhcd\vowels\5\035_01.jpg,उ
./dataset/nhcd\vowels\5\035_02.jpg,उ
./dataset/nhcd\vowels\5\037_01.jpg,उ
./dataset/nhcd\vowels\5\037_02.jpg,उ
./dataset/nhcd\vowels\5\038_01.jpg,उ
./dataset/nhcd\vowels\5\038_02.jpg,उ
./dataset/nhcd\vowels\5\039_01.jpg,उ
./dataset/nhcd\vowels\5\039_02.jpg,उ
./dataset/nhcd\vowels\5\040_01.jpg,उ
./dataset/nhcd\vowels\5\040_02.jpg,उ
./dataset/nhcd\vowels\5\042_01.jpg,उ
./dataset/nhcd\vowels\5\042_02.jpg,उ
./dataset/nhcd\vowels\5\043_01.jpg,उ
./dataset/nhcd\vowels\5\043_02.jpg,उ
./dataset/nhcd\vowels\5\044_01.jpg,उ
./dataset/nhcd\vowels\5\044_02.jpg,उ
./dataset/nhcd\vowels\5\045_01.jpg,उ
./dataset/nhcd\vowels\5\045_02.jpg,उ
./dataset/nhcd\vowels\6\001_01.jpg,ऊ
./dataset/nhcd\vowels\6\001_02.jpg,ऊ
./dataset/nhcd\vowels\6\004_01.jpg,ऊ
./dataset/nhcd\vowels\6\004_02.jpg,ऊ
./dataset/nhcd\vowels\6\005_01.jpg,ऊ
./dataset/nhcd\vowels\6\005_02.jpg,ऊ
./dataset/nhcd\vowels\6\006_01.jpg,ऊ
./dataset/nhcd\vowels\6\006_02.jpg,ऊ
./dataset/nhcd\vowels\6\008_01.jpg,ऊ
./dataset/nhcd\vowels\6\008_02.jpg,ऊ
./dataset/nhcd\vowels\6\010_01.jpg,ऊ
./dataset/nhcd\vowels\6\010_02.jpg,ऊ
./dataset/nhcd\vowels\6\011_01.jpg,ऊ
./dataset/nhcd\vowels\6\011_02.jpg,ऊ
./dataset/nhcd\vowels\6\012_01.jpg,ऊ
./dataset/nhcd\vowels\6\012_02.jpg,ऊ
./dataset/nhcd\vowels\6\014_01.jpg,ऊ
./dataset/nhcd\vowels\6\014_02.jpg,ऊ
./dataset/nhcd\vowels\6\015_01.jpg,ऊ
./dataset/nhcd\vowels\6\015_02.jpg,ऊ
./dataset/nhcd\vowels\6\016_01.jpg,ऊ
./dataset/nhcd\vowels\6\016_02.jpg,ऊ
./dataset/nhcd\vowels\6\017_01.jpg,ऊ
./dataset/nhcd\vowels\6\017_02.jpg,ऊ
./dataset/nhcd\vowels\6\019_01.jpg,ऊ
./dataset/nhcd\vowels\6\019_02.jpg,ऊ
./dataset/nhcd\vowels\6\020_01.jpg,ऊ
./dataset/nhcd\vowels\6\020_02.jpg,ऊ
./dataset/nhcd\vowels\6\022_01.jpg,ऊ
./dataset/nhcd\vowels\6\022_02.jpg,ऊ
./dataset/nhcd\vowels\6\023_01.jpg,ऊ
./dataset/nhcd\vowels\6\023_02.jpg,ऊ
./dataset/nhcd\vowels\6\025_01.jpg,ऊ
./dataset/nhcd\vowels\6\027_01.jpg,ऊ
./dataset/nhcd\vowels\6\027_02.jpg,ऊ
./dataset/nhcd\vowels\6\028_01.jpg,ऊ
./dataset/nhcd\vowels\6\028_02.jpg,ऊ
./dataset/nhcd\vowels\6\029_01.jpg,ऊ
./dataset/nhcd\vowels\6\030_01.jpg,ऊ
./dataset/nhcd\vowels\6\030_02.jpg,ऊ
./dataset/nhcd\vowels\6\033_01.jpg,ऊ
./dataset/nhcd\vowels\6\033_02.jpg,ऊ
./dataset/nhcd\vowels\6\034_01.jpg,ऊ
./dataset/nhcd\vowels\6\034_02.jpg,ऊ
./dataset/nhcd\vowels\6\035_01.jpg,ऊ
./dataset/nhcd\vowels\6\035_02.jpg,ऊ
./dataset/nhcd\vowels\6\036_01.jpg,ऊ
./dataset/nhcd\vowels\6\036_02.jpg,ऊ
./dataset/nhcd\vowels\6\038_01.jpg,ऊ
./dataset/nhcd\vowels\6\038_02.jpg,ऊ
./dataset/nhcd\vowels\6\039_01.jpg,ऊ
./dataset/nhcd\vowels\6\039_02.jpg,ऊ
./dataset/nhcd\vowels\6\040_01.jpg,ऊ
./dataset/nhcd\vowels\6\040_02.jpg,ऊ
./dataset/nhcd\vowels\6\041_01.jpg,ऊ
./dataset/nhcd\vowels\6\041_02.jpg,ऊ
./dataset/nhcd\vowels\6\043_01.jpg,ऊ
./dataset/nhcd\vowels\6\043_02.jpg,ऊ
./dataset/nhcd\vowels\6\044_01.jpg,ऊ
./dataset/nhcd\vowels\6\044_02.jpg,ऊ
./dataset/nhcd\vowels\6\045_01.jpg,ऊ
./dataset/nhcd\vowels\6\045_02.jpg,ऊ
./dataset/nhcd\vowels\6\046_01.jpg,ऊ
./dataset/nhcd\vowels\6\046_02.jpg,ऊ
./dataset/nhcd\vowels\7\004_01.jpg,ए
./dataset/nhcd\vowels\7\004_02.jpg,ए
./dataset/nhcd\vowels\7\005_01.jpg,ए
./dataset/nhcd\vowels\7\005_02.jpg,ए
./dataset/nhcd\vowels\7\006_01.jpg,ए
./dataset/nhcd\vowels\7\006_02.jpg,ए
./dataset/nhcd\vowels\7\007_01.jpg,ए
./dataset/nhcd\vowels\7\007_02.jpg,ए
./dataset/nhcd\vowels\7\010_01.jpg,ए
./dataset/nhcd\vowels\7\010_02.jpg,ए
./dataset/nhcd\vowels\7\011_01.jpg,ए
./dataset/nhcd\vowels\7\011_02.jpg,ए
./dataset/nhcd\vowels\7\012_01.jpg,ए
./dataset/nhcd\vowels\7\012_02.jpg,ए
./dataset/nhcd\vowels\7\013_01.jpg,ए
./dataset/nhcd\vowels\7\013_02.jpg,ए
